MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,PricePerSqFt,PropertyAge,BasementBathrooms,BathroomAbvGr,OverallCondition,OverallExterior,TotalBsmtSqFt,TotalGrLivAreaSF,GarageQual+Cond
SC20,FV,60.0,7200.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,6.0,5.0,2006.0,2006.0,Gable,CompShg,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,2.0,1.0,Gd,5.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,572.0,Y,0.0,25.0,No,May,2006.0,New,Partial,185000.0,146.59270998415215,19.0,0.0,2.0,NormNorm,VinylSdVinylSd,1262.0,1262.0,TATA
SC120,RL,34.0,5063.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Twnhs,1Story,7.0,5.0,2007.0,2008.0,Gable,CompShg,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,626.0,Y,172.0,62.0,No,Apr,2009.0,ConLw,Normal,207500.0,157.91476407914763,18.0,1.0,2.0,NormNorm,VinylSdVinylSd,1314.0,1314.0,TATA
SC20,RL,74.0,9612.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8.0,5.0,2008.0,2009.0,Gable,CompShg,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1980.0,Fin,3.0,898.0,Y,210.0,25.0,No,Dec,2009.0,New,Partial,244600.0,166.62125340599454,17.0,0.0,2.0,FeedrNorm,VinylSdVinylSd,1468.0,1468.0,TATA
SC120,RL,50.0,8012.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,TwnhsE,1Story,6.0,5.0,1992.0,1992.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,2.0,1.0,Gd,5.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,529.0,Y,0.0,0.0,No,Jul,2007.0,WD,Normal,179200.0,113.77777777777777,33.0,1.0,2.0,NormNorm,PlywoodImStucc,1575.0,1575.0,TATA
SC160,FV,35.0,4251.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,TwnhsE,2Story,7.0,5.0,2006.0,2007.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,5.0,Typ,0.0,No,Detchd,1980.0,RFn,2.0,528.0,Y,0.0,54.0,No,Jun,2007.0,New,Partial,164700.0,131.76,19.0,0.0,3.0,NormNorm,MetalSdMetalSd,625.0,1250.0,TATA
SC50,RL,77.0,9786.0,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,6.0,7.0,1962.0,1981.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,440.0,Y,0.0,0.0,No,Jun,2006.0,WD,Normal,159000.0,91.6955017301038,63.0,0.0,2.0,NormNorm,Wd SdngWd Sdng,912.0,1734.0,TATA
SC20,RL,0.0,8125.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,4.0,4.0,1971.0,1971.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,Y,0.0,0.0,No,Jun,2006.0,WD,Normal,88000.0,102.56410256410257,54.0,0.0,1.0,NormNorm,HdBoardHdBoard,858.0,858.0,NoNo
SC20,RL,0.0,9819.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5.0,5.0,1967.0,1967.0,Gable,CompShg,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,280.0,Y,0.0,0.0,No,Feb,2010.0,WD,Normal,122000.0,135.55555555555554,58.0,0.0,1.0,NormNorm,MetalSdMetalSd,882.0,900.0,TATA
SC70,RL,60.0,8730.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,2Story,6.0,7.0,1915.0,2003.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,7.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,384.0,Y,0.0,0.0,No,Jul,2007.0,WD,Normal,153575.0,110.01074498567336,110.0,0.0,1.0,RRAnNorm,Wd SdngWd Sdng,698.0,1396.0,TATA
SC60,RL,120.0,15611.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,685.0,Y,0.0,51.0,No,Jul,2006.0,New,Partial,233230.0,121.5372589890568,19.0,0.0,3.0,NormNorm,VinylSdVinylSd,1079.0,1919.0,GdTA
SC190,RL,55.0,5687.0,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,2fmCon,2Story,5.0,6.0,1912.0,2000.0,Gable,CompShg,None,0.0,TA,Fa,PConc,TA,Fa,No,Rec,Unf,GasA,Ex,N,SBrkr,3.0,1.0,Fa,9.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,N,0.0,25.0,No,Mar,2008.0,WD,Normal,135900.0,79.1958041958042,113.0,1.0,2.0,NormNorm,VinylSdVinylSd,780.0,1716.0,NoNo
SC50,RL,60.0,11409.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,5.0,4.0,1949.0,2008.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,8.0,Min2,1.0,Gd,Attchd,1980.0,Unf,1.0,281.0,Y,0.0,0.0,No,Jan,2009.0,WD,Normal,131000.0,76.34032634032634,76.0,0.0,2.0,NormNorm,Wd SdngWd Sdng,768.0,1716.0,TATA
SC60,RL,0.0,16659.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,1Fam,2Story,7.0,7.0,1977.0,1994.0,Gable,CompShg,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,3.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,539.0,Y,0.0,25.0,No,Mar,2006.0,WD,Normal,235000.0,103.844454264251,48.0,1.0,3.0,PosANorm,PlywoodPlywood,795.0,2263.0,TATA
SC20,RL,80.0,9600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,5.0,1953.0,1953.0,Hip,CompShg,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,7.0,Typ,2.0,Gd,Attchd,1980.0,Fin,2.0,418.0,Y,110.0,0.0,No,Oct,2009.0,WD,Normal,167000.0,101.58150851581509,72.0,1.0,1.0,NormNorm,HdBoardHdBoard,1416.0,1644.0,TATA
SC80,RL,37.0,7937.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,1Fam,SLvl,6.0,6.0,1984.0,1984.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,588.0,Y,120.0,0.0,No,Mar,2006.0,WD,Normal,142500.0,142.073778664008,41.0,1.0,1.0,NormNorm,HdBoardHdBoard,1003.0,1003.0,TATA
SC50,RM,75.0,13710.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,5.0,5.0,1950.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,4.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,282.0,Y,289.0,0.0,No,Jun,2007.0,WD,Normal,152000.0,97.5609756097561,75.0,0.0,2.0,NormNorm,Wd SdngWd Sdng,910.0,1558.0,TATA
SC60,FV,66.0,7399.0,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7.0,5.0,1997.0,1998.0,Hip,CompShg,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,1.0,TA,Detchd,1980.0,RFn,2.0,576.0,Y,0.0,10.0,No,Jun,2007.0,WD,Normal,239000.0,122.56410256410257,28.0,0.0,3.0,NormNorm,VinylSdVinylSd,975.0,1950.0,TATA
SC60,RL,90.0,11700.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,2Story,6.0,6.0,1968.0,1968.0,Mansard,CompShg,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Gd,Y,SBrkr,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1980.0,Unf,2.0,539.0,Y,224.0,0.0,No,Jun,2007.0,WD,Normal,175000.0,100.40160642570281,57.0,0.0,3.0,NormNorm,HdBoardAsphShn,527.0,1743.0,TATA
SC20,RL,80.0,14000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,6.0,5.0,1950.0,2004.0,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1980.0,Unf,1.0,300.0,Y,0.0,36.0,No,Aug,2009.0,WD,Family,158500.0,137.58680555555554,75.0,0.0,1.0,NormNorm,HdBoardHdBoard,1092.0,1152.0,TATA
SC190,RL,90.0,15750.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,2fmCon,1Story,5.0,5.0,1953.0,1953.0,Hip,CompShg,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,5.0,Typ,2.0,Gd,Attchd,1980.0,Unf,1.0,375.0,Y,0.0,0.0,No,Jun,2006.0,WD,Normal,157000.0,117.51497005988024,72.0,1.0,1.0,NormNorm,MetalSdMetalSd,1165.0,1336.0,TATA
SC60,RL,66.0,16226.0,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8.0,5.0,1998.0,1999.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,9.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,683.0,Y,208.0,50.0,No,May,2007.0,WD,Normal,163000.0,66.4763458401305,27.0,0.0,3.0,NormNorm,VinylSdVinylSd,1028.0,2452.0,TATA
SC20,RL,118.0,13704.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,7.0,5.0,2001.0,2002.0,Gable,CompShg,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1980.0,RFn,3.0,843.0,Y,0.0,81.0,No,Jan,2006.0,WD,Normal,205000.0,133.03049967553537,24.0,0.0,2.0,NormNorm,VinylSdVinylSd,1541.0,1541.0,TATA
SC20,RL,70.0,9800.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,5.0,7.0,1972.0,1972.0,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,552.0,Y,256.0,0.0,No,Jul,2006.0,WD,Abnorml,149900.0,167.67337807606265,53.0,1.0,1.0,NormNorm,VinylSdVinylSd,894.0,894.0,TATA
SC75,RM,87.0,9478.5,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2.5Fin,7.0,5.0,1973.0,2002.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,10.0,Typ,1.0,Ex,Attchd,1980.0,Unf,3.0,870.0,Y,302.0,0.0,No,May,2008.0,WD,Normal,163000.0,111.33879781420765,52.0,0.0,3.0,NormNorm,CemntBdCmentBd,1470.0,3493.0,TATA
SC20,RL,80.0,10386.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,0.0,No,Attchd,1980.0,Fin,3.0,888.0,Y,168.0,0.0,No,Jul,2007.0,WD,Normal,163000.0,81.5,21.0,1.0,2.0,NormNorm,CemntBdCmentBd,2000.0,2000.0,TATA
SC60,RL,116.0,13474.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7.0,5.0,1990.0,1991.0,Gable,CompShg,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1980.0,RFn,3.0,746.0,Y,127.0,44.0,No,Jun,2007.0,WD,Normal,225000.0,100.31208203299153,35.0,1.0,3.0,FeedrNorm,HdBoardPlywood,700.0,2243.0,TATA
SC50,RM,0.0,7920.0,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,6.0,7.0,1920.0,1950.0,Gable,CompShg,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,3.0,1.0,Fa,6.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,N,0.0,25.0,No,Mar,2008.0,WD,Normal,89500.0,63.65576102418208,105.0,0.0,1.0,ArteryNorm,MetalSdMetalSd,319.0,1406.0,NoNo
SC30,RL,0.0,12342.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,4.0,5.0,1940.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,1.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,539.0,Y,158.0,0.0,No,Mar,2009.0,WD,Normal,82500.0,95.81881533101046,85.0,0.0,1.0,NormNorm,VinylSdVinylSd,861.0,861.0,TATA
SC20,RL,90.0,12378.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,9.0,5.0,2003.0,2004.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,1980.0,Fin,3.0,708.0,Y,208.0,25.0,No,Nov,2006.0,WD,Normal,163000.0,83.8477366255144,22.0,1.0,2.0,NormNorm,VinylSdVinylSd,1896.0,1944.0,TATA
SC60,RL,0.0,7685.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6.0,5.0,1993.0,1994.0,Gable,CompShg,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,420.0,Y,190.0,63.0,No,May,2006.0,WD,Normal,165600.0,110.32644903397735,32.0,0.0,3.0,NormNorm,HdBoardHdBoard,697.0,1501.0,TATA
SC20,RL,50.0,8000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,6.0,1948.0,2002.0,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1980.0,Unf,1.0,240.0,Y,0.0,0.0,No,May,2009.0,WD,Normal,132000.0,135.80246913580248,77.0,1.0,1.0,NormNorm,VinylSdVinylSd,972.0,972.0,TATA
SC190,RM,65.0,7800.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,2fmCon,1.5Fin,5.0,7.0,1939.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1980.0,Unf,2.0,410.0,Y,0.0,0.0,No,May,2006.0,WD,Normal,119900.0,107.24508050089446,86.0,1.0,1.0,ArteryNorm,MetalSdMetalSd,793.0,1118.0,TATA
SC20,RL,63.0,9478.5,Pave,None,IR3,Low,AllPub,Inside,Sev,Timber,1Fam,1Story,7.0,5.0,1965.0,1965.0,Hip,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Rec,GasW,TA,Y,SBrkr,3.0,1.0,TA,8.0,Typ,2.0,Gd,Attchd,1980.0,RFn,2.0,513.0,Y,0.0,0.0,No,Jun,2009.0,WD,Normal,163000.0,80.0589390962672,60.0,2.0,2.0,NormNorm,BrkFaceBrkFace,1316.0,2036.0,TATA
SC70,RM,60.0,9600.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2Story,7.0,7.0,1925.0,1990.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Ex,6.0,Typ,1.0,Gd,Detchd,1980.0,Unf,2.0,546.0,Y,0.0,0.0,No,Aug,2006.0,WD,Normal,178000.0,108.47044485070079,100.0,0.0,2.0,NormNorm,Wd SdngWd Sdng,728.0,1641.0,FaTA
SC60,RL,71.0,7795.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7.0,5.0,2004.0,2005.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1980.0,Fin,2.0,432.0,Y,100.0,51.0,No,Jul,2009.0,WD,Normal,188500.0,131.6340782122905,21.0,1.0,3.0,NormNorm,VinylSdVinylSd,716.0,1432.0,TATA
SC60,RL,94.0,13005.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,1Fam,2Story,7.0,7.0,1980.0,1980.0,Gable,CompShg,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,4.0,1.0,Ex,10.0,Typ,1.0,TA,Attchd,1980.0,RFn,2.0,484.0,Y,288.0,25.0,No,Aug,2009.0,WD,Normal,163000.0,69.27326816829579,45.0,1.0,3.0,NormNorm,CemntBdCmentBd,845.0,2353.0,TATA
SC60,FV,75.0,9000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,480.0,Y,208.0,46.0,No,Dec,2007.0,WD,Normal,163000.0,83.20571720265441,19.0,0.0,3.0,NormNorm,VinylSdVinylSd,1088.0,1959.0,TATA
SC60,RL,90.0,9900.0,Pave,None,Reg,Low,AllPub,Inside,Mod,NoRidge,1Fam,2Story,7.0,5.0,1993.0,1993.0,Gable,CompShg,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1980.0,RFn,3.0,656.0,Y,340.0,60.0,No,Apr,2009.0,WD,Normal,163000.0,111.33879781420765,32.0,1.0,3.0,NormNorm,HdBoardHdBoard,1347.0,2646.0,TATA
SC80,RL,0.0,14115.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,SLvl,7.0,5.0,1980.0,1980.0,Gable,CompShg,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,2.0,TA,Attchd,1980.0,Unf,2.0,588.0,Y,233.0,48.0,No,Jun,2009.0,WD,Normal,187500.0,127.37771739130434,45.0,1.0,2.0,NormNorm,PlywoodPlywood,1372.0,1472.0,TATA
SC60,RL,111.0,16259.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,1Fam,2Story,9.0,5.0,2006.0,2006.0,Gable,CompShg,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,9.0,Typ,0.0,No,Attchd,1980.0,RFn,3.0,840.0,Y,240.0,25.0,No,Sep,2006.0,New,Partial,163000.0,62.78890600924499,19.0,0.0,4.0,NormNorm,VinylSdVinylSd,1249.0,2596.0,TATA
SC60,RL,99.0,12099.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8.0,5.0,2004.0,2004.0,Gable,CompShg,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,10.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,3.0,872.0,Y,184.0,25.0,No,Jun,2007.0,WD,Normal,163000.0,66.0453808752026,21.0,1.0,3.0,NormNorm,VinylSdVinylSd,1136.0,2468.0,TATA
SC60,RL,86.0,10380.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,7.0,5.0,1986.0,1987.0,Gable,CompShg,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,576.0,Y,201.0,25.0,No,Aug,2007.0,WD,Normal,163000.0,111.33879781420765,39.0,1.0,3.0,NormNorm,PlywoodPlywood,28.0,2730.0,TATA
SC20,RM,49.0,5820.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,3.0,5.0,1955.0,2005.0,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,220.0,Y,142.0,25.0,No,Jul,2006.0,WD,Normal,126175.0,108.49097162510748,70.0,1.0,1.0,NormNorm,VinylSdVinylSd,1162.0,1163.0,FaTA
SC80,RL,96.0,11275.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,SLvl,7.0,7.0,1967.0,2007.0,Mansard,WdShake,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,2.0,564.0,Y,240.0,0.0,No,Jun,2010.0,WD,Normal,242000.0,165.30054644808743,58.0,0.0,3.0,PosNNorm,Wd SdngWd Sdng,710.0,2978.0,TATA
SC45,RM,50.0,5000.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Unf,5.0,6.0,1941.0,1950.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,Po,N,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,360.0,Y,0.0,0.0,No,Dec,2007.0,WD,Normal,87000.0,108.34371108343711,84.0,0.0,1.0,RRAeNorm,MetalSdMetalSd,720.0,803.0,TATA
SC120,RL,32.0,10846.0,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,TwnhsE,1Story,8.0,5.0,1993.0,1993.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,1.0,Gd,6.0,Typ,2.0,Gd,Attchd,1980.0,Fin,2.0,473.0,Y,122.0,30.0,No,May,2008.0,Con,Normal,163000.0,94.82257126236183,32.0,2.0,2.0,NormNorm,BrkFaceBrkFace,1719.0,1719.0,TATA
SC20,RL,80.0,11600.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,5.0,1960.0,1960.0,Hip,CompShg,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,7.0,Typ,0.0,No,Attchd,1980.0,RFn,1.0,292.0,Y,0.0,45.0,No,Apr,2006.0,WD,Normal,145250.0,105.02530730296456,65.0,0.0,2.0,NormNorm,Wd SdngWd Sdng,1383.0,1383.0,TATA
SC75,RL,0.0,11888.0,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,1Fam,2.5Unf,6.0,6.0,1916.0,1994.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,3.0,1.0,Gd,10.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,441.0,Y,0.0,60.0,No,Jul,2009.0,WD,Normal,214500.0,100.51546391752578,109.0,0.0,2.0,PosNNorm,Wd SdngWd Shng,844.0,2134.0,TATA
SC70,RM,60.0,6402.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,2Story,5.0,5.0,1920.0,1950.0,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,Unf,GasA,TA,N,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,189.0,N,0.0,0.0,No,Jul,2009.0,WD,Normal,78000.0,65.43624161073825,105.0,0.0,1.0,NormNorm,Wd SdngWd Shng,596.0,1192.0,FaFa
